0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
altitude: 313.6 [m],cadence: 86 [rpm],distance: 8602.5 [m],enhanced_altitude: 313.6 [m],enhanced_speed: 2.51 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 179 [bpm],position_lat: 492312424 [semicircles],position_long: -1145770078 [semicircles],speed: 2.51 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:54:07,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 313.4 [m],cadence: 86 [rpm],distance: 8624.46 [m],enhanced_altitude: 313.4 [m],enhanced_speed: 2.65 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 179 [bpm],position_lat: 492314628 [semicircles],position_long: -1145771192 [semicircles],speed: 2.65 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:54:14,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 313.6 [m],cadence: 88 [rpm],distance: 8646.82 [m],enhanced_altitude: 313.6 [m],enhanced_speed: 2.445 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 180 [bpm],position_lat: 492316735 [semicircles],position_long: -1145772691 [semicircles],speed: 2.445 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:54:23,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 313.6 [m],cadence: 86 [rpm],distance: 8663.75 [m],enhanced_altitude: 313.6 [m],enhanced_speed: 2.211 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 177 [bpm],position_lat: 492318297 [semicircles],position_long: -1145773923 [semicircles],speed: 2.211 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:54:31,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 313.6 [m],cadence: 86 [rpm],distance: 8674.69 [m],enhanced_altitude: 313.6 [m],enhanced_speed: 2.323 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 174 [bpm],position_lat: 492319279 [semicircles],position_long: -1145774774 [semicircles],speed: 2.323 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:54:35,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 313.6 [m],cadence: 85 [rpm],distance: 8695.68 [m],enhanced_altitude: 313.6 [m],enhanced_speed: 2.305 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 174 [bpm],position_lat: 492321202 [semicircles],position_long: -1145776322 [semicircles],speed: 2.305 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:54:44,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 313.79999999999995 [m],cadence: 85 [rpm],distance: 8716.6 [m],enhanced_altitude: 313.79999999999995 [m],enhanced_speed: 2.351 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 173 [bpm],position_lat: 492323135 [semicircles],position_long: -1145777843 [semicircles],speed: 2.351 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:54:52,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 313.4 [m],cadence: 88 [rpm],distance: 8739.1 [m],enhanced_altitude: 313.4 [m],enhanced_speed: 2.697 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 173 [bpm],position_lat: 492325292 [semicircles],position_long: -1145779286 [semicircles],speed: 2.697 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:54:59,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.20000000000005 [m],cadence: 88 [rpm],distance: 8758.43 [m],enhanced_altitude: 314.20000000000005 [m],enhanced_speed: 2.725 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 176 [bpm],position_lat: 492327091 [semicircles],position_long: -1145780657 [semicircles],speed: 2.725 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:55:06,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.20000000000005 [m],cadence: 88 [rpm],distance: 8779.09 [m],enhanced_altitude: 314.20000000000005 [m],enhanced_speed: 2.659 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 177 [bpm],position_lat: 492329022 [semicircles],position_long: -1145782101 [semicircles],speed: 2.659 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:55:14,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 313.79999999999995 [m],cadence: 88 [rpm],distance: 8785.02 [m],enhanced_altitude: 313.79999999999995 [m],enhanced_speed: 2.706 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 172 [bpm],position_lat: 492329584 [semicircles],position_long: -1145782500 [semicircles],speed: 2.706 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:55:16,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.0 [m],cadence: 88 [rpm],distance: 8800.93 [m],enhanced_altitude: 314.0 [m],enhanced_speed: 2.762 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 175 [bpm],position_lat: 492331030 [semicircles],position_long: -1145783707 [semicircles],speed: 2.762 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:55:22,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.4 [m],cadence: 87 [rpm],distance: 8808.45 [m],enhanced_altitude: 314.4 [m],enhanced_speed: 2.734 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 176 [bpm],position_lat: 492331708 [semicircles],position_long: -1145784291 [semicircles],speed: 2.734 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:55:25,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.20000000000005 [m],cadence: 86 [rpm],distance: 8818.68 [m],enhanced_altitude: 314.20000000000005 [m],enhanced_speed: 2.715 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 179 [bpm],position_lat: 492332642 [semicircles],position_long: -1145785057 [semicircles],speed: 2.715 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:55:29,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.4 [m],cadence: 85 [rpm],distance: 8840.5 [m],enhanced_altitude: 314.4 [m],enhanced_speed: 2.659 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 181 [bpm],position_lat: 492334659 [semicircles],position_long: -1145786638 [semicircles],speed: 2.659 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:55:38,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.4 [m],cadence: 84 [rpm],distance: 8860.62 [m],enhanced_altitude: 314.4 [m],enhanced_speed: 2.622 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 181 [bpm],position_lat: 492336556 [semicircles],position_long: -1145788016 [semicircles],speed: 2.622 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:55:46,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.4 [m],cadence: 86 [rpm],distance: 8881.94 [m],enhanced_altitude: 314.4 [m],enhanced_speed: 2.538 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 178 [bpm],position_lat: 492338488 [semicircles],position_long: -1145789629 [semicircles],speed: 2.538 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:55:55,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.4 [m],cadence: 86 [rpm],distance: 8904.38 [m],enhanced_altitude: 314.4 [m],enhanced_speed: 2.501 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 178 [bpm],position_lat: 492340527 [semicircles],position_long: -1145791330 [semicircles],speed: 2.501 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:56:04,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.6 [m],cadence: 86 [rpm],distance: 8925.06 [m],enhanced_altitude: 314.6 [m],enhanced_speed: 2.51 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 181 [bpm],position_lat: 492342372 [semicircles],position_long: -1145792966 [semicircles],speed: 2.51 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:56:12,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.6 [m],cadence: 85 [rpm],distance: 8938.09 [m],enhanced_altitude: 314.6 [m],enhanced_speed: 2.51 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 178 [bpm],position_lat: 492343478 [semicircles],position_long: -1145794097 [semicircles],speed: 2.51 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:56:17,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.6 [m],cadence: 85 [rpm],distance: 8959.99 [m],enhanced_altitude: 314.6 [m],enhanced_speed: 2.482 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 179 [bpm],position_lat: 492345574 [semicircles],position_long: -1145795509 [semicircles],speed: 2.482 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:56:26,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.4 [m],cadence: 85 [rpm],distance: 8980.76 [m],enhanced_altitude: 314.4 [m],enhanced_speed: 2.501 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 179 [bpm],position_lat: 492347519 [semicircles],position_long: -1145796956 [semicircles],speed: 2.501 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:56:34,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.79999999999995 [m],cadence: 84 [rpm],distance: 9001.16 [m],enhanced_altitude: 314.79999999999995 [m],enhanced_speed: 2.51 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 180 [bpm],position_lat: 492349483 [semicircles],position_long: -1145798221 [semicircles],speed: 2.51 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:56:42,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.20000000000005 [m],cadence: 85 [rpm],distance: 9013.25 [m],enhanced_altitude: 314.20000000000005 [m],enhanced_speed: 2.501 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 177 [bpm],position_lat: 492350675 [semicircles],position_long: -1145798903 [semicircles],speed: 2.501 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:56:47,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.20000000000005 [m],cadence: 86 [rpm],distance: 9024.72 [m],enhanced_altitude: 314.20000000000005 [m],enhanced_speed: 2.482 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 174 [bpm],position_lat: 492351848 [semicircles],position_long: -1145799407 [semicircles],speed: 2.482 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:56:52,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.20000000000005 [m],cadence: 86 [rpm],distance: 9044.78 [m],enhanced_altitude: 314.20000000000005 [m],enhanced_speed: 2.463 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 173 [bpm],position_lat: 492353727 [semicircles],position_long: -1145800800 [semicircles],speed: 2.463 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:57:00,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 313.4 [m],cadence: 86 [rpm],distance: 9062.68 [m],enhanced_altitude: 313.4 [m],enhanced_speed: 2.473 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 176 [bpm],position_lat: 492355425 [semicircles],position_long: -1145801992 [semicircles],speed: 2.473 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:57:07,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 313.4 [m],cadence: 86 [rpm],distance: 9065.18 [m],enhanced_altitude: 313.4 [m],enhanced_speed: 2.473 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 176 [bpm],position_lat: 492355671 [semicircles],position_long: -1145802137 [semicircles],speed: 2.473 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:57:08,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 313.79999999999995 [m],cadence: 88 [rpm],distance: 9077.42 [m],enhanced_altitude: 313.79999999999995 [m],enhanced_speed: 2.454 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 179 [bpm],position_lat: 492356883 [semicircles],position_long: -1145802784 [semicircles],speed: 2.454 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:57:13,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.0 [m],cadence: 87 [rpm],distance: 9084.51 [m],enhanced_altitude: 314.0 [m],enhanced_speed: 2.445 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 175 [bpm],position_lat: 492357621 [semicircles],position_long: -1145803030 [semicircles],speed: 2.445 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:57:16,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.20000000000005 [m],cadence: 87 [rpm],distance: 9103.93 [m],enhanced_altitude: 314.20000000000005 [m],enhanced_speed: 2.445 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 175 [bpm],position_lat: 492359658 [semicircles],position_long: -1145803696 [semicircles],speed: 2.445 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:57:24,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.4 [m],cadence: 86 [rpm],distance: 9123.71 [m],enhanced_altitude: 314.4 [m],enhanced_speed: 2.417 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 174 [bpm],position_lat: 492361711 [semicircles],position_long: -1145804415 [semicircles],speed: 2.417 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:57:32,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.6 [m],cadence: 86 [rpm],distance: 9130.87 [m],enhanced_altitude: 314.6 [m],enhanced_speed: 2.407 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 178 [bpm],position_lat: 492362454 [semicircles],position_long: -1145804666 [semicircles],speed: 2.407 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:57:35,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.6 [m],cadence: 86 [rpm],distance: 9133.96 [m],enhanced_altitude: 314.6 [m],enhanced_speed: 2.407 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 183 [bpm],position_lat: 492362777 [semicircles],position_long: -1145804772 [semicircles],speed: 2.407 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:57:36,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.6 [m],cadence: 86 [rpm],distance: 9136.53 [m],enhanced_altitude: 314.6 [m],enhanced_speed: 2.417 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 187 [bpm],position_lat: 492363043 [semicircles],position_long: -1145804870 [semicircles],speed: 2.417 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:57:37,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.4 [m],cadence: 86 [rpm],distance: 9143.86 [m],enhanced_altitude: 314.4 [m],enhanced_speed: 2.426 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 184 [bpm],position_lat: 492363801 [semicircles],position_long: -1145805147 [semicircles],speed: 2.426 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:57:40,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.4 [m],cadence: 86 [rpm],distance: 9165.81 [m],enhanced_altitude: 314.4 [m],enhanced_speed: 2.407 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 183 [bpm],position_lat: 492366125 [semicircles],position_long: -1145805631 [semicircles],speed: 2.407 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:57:49,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.20000000000005 [m],cadence: 86 [rpm],distance: 9174.22 [m],enhanced_altitude: 314.20000000000005 [m],enhanced_speed: 2.426 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 180 [bpm],position_lat: 492367009 [semicircles],position_long: -1145805877 [semicircles],speed: 2.426 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:57:52,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.20000000000005 [m],cadence: 85 [rpm],distance: 9184.55 [m],enhanced_altitude: 314.20000000000005 [m],enhanced_speed: 2.445 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 177 [bpm],position_lat: 492368100 [semicircles],position_long: -1145806188 [semicircles],speed: 2.445 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:57:56,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.4 [m],cadence: 86 [rpm],distance: 9205.11 [m],enhanced_altitude: 314.4 [m],enhanced_speed: 2.482 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 177 [bpm],position_lat: 492370224 [semicircles],position_long: -1145806979 [semicircles],speed: 2.482 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:58:04,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.0 [m],cadence: 85 [rpm],distance: 9226.54 [m],enhanced_altitude: 314.0 [m],enhanced_speed: 2.529 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 177 [bpm],position_lat: 492372449 [semicircles],position_long: -1145807741 [semicircles],speed: 2.529 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:58:12,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 313.79999999999995 [m],cadence: 85 [rpm],distance: 9238.83 [m],enhanced_altitude: 313.79999999999995 [m],enhanced_speed: 2.538 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 174 [bpm],position_lat: 492373570 [semicircles],position_long: -1145808666 [semicircles],speed: 2.538 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:58:17,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 313.4 [m],cadence: 85 [rpm],distance: 9260.77 [m],enhanced_altitude: 313.4 [m],enhanced_speed: 2.529 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 176 [bpm],position_lat: 492375492 [semicircles],position_long: -1145810462 [semicircles],speed: 2.529 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:58:26,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 312.4 [m],cadence: 86 [rpm],distance: 9281.52 [m],enhanced_altitude: 312.4 [m],enhanced_speed: 2.501 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 176 [bpm],position_lat: 492377326 [semicircles],position_long: -1145812137 [semicircles],speed: 2.501 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:58:35,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.0 [m],cadence: 86 [rpm],distance: 9303.46 [m],enhanced_altitude: 314.0 [m],enhanced_speed: 2.463 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 176 [bpm],position_lat: 492379634 [semicircles],position_long: -1145812793 [semicircles],speed: 2.463 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:58:44,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.20000000000005 [m],cadence: 85 [rpm],distance: 9307.82 [m],enhanced_altitude: 314.20000000000005 [m],enhanced_speed: 2.463 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 177 [bpm],position_lat: 492380064 [semicircles],position_long: -1145812562 [semicircles],speed: 2.463 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:58:46,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.6 [m],cadence: 83 [rpm],distance: 9310.26 [m],enhanced_altitude: 314.6 [m],enhanced_speed: 2.417 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 177 [bpm],position_lat: 492379945 [semicircles],position_long: -1145812216 [semicircles],speed: 2.417 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:58:48,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 315.6 [m],cadence: 79 [rpm],distance: 9332.02 [m],enhanced_altitude: 315.6 [m],enhanced_speed: 1.801 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 176 [bpm],position_lat: 492378198 [semicircles],position_long: -1145810152 [semicircles],speed: 1.801 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:59:00,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 315.79999999999995 [m],cadence: 78 [rpm],distance: 9338.64 [m],enhanced_altitude: 315.79999999999995 [m],enhanced_speed: 1.838 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 175 [bpm],position_lat: 492377632 [semicircles],position_long: -1145809581 [semicircles],speed: 1.838 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:59:04,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 316.20000000000005 [m],cadence: 80 [rpm],distance: 9359.69 [m],enhanced_altitude: 316.20000000000005 [m],enhanced_speed: 2.407 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 174 [bpm],position_lat: 492377469 [semicircles],position_long: -1145812467 [semicircles],speed: 2.407 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:59:13,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 315.79999999999995 [m],cadence: 86 [rpm],distance: 9380.41 [m],enhanced_altitude: 315.79999999999995 [m],enhanced_speed: 2.193 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 174 [bpm],position_lat: 492377628 [semicircles],position_long: -1145815408 [semicircles],speed: 2.193 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:59:22,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
